SYS_LOC_CODE,SAMPLE_DATE,SAMPLE_TYPE_CODE,STREAM_CODE,ANALYTIC_METHOD,FRACTION,REPORT_RESULT_VALUE,DETECT_FLAG,CHEMICAL_NAME,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,RESULT_NUMERIC,RESULT_UNIT,DETECTION_LIMIT_UNIT,LOC_COUNTY_CODE,SAMPLE_METHOD,LOC_MAJOR_BASIN,LOC_DESC,VALUE_TYPE,LONGITUDE,LATITUDE,date,year,month,month_name,WID,HUC 8
S004-308,43264,Sample,07010203-729,300.1,Total,5.09,Y,Sulfate,0.16,0.5,5.09,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI R, 25 FT SW FROM RIVER SHORE, 1 MI NW MONTICELLO",Actual,-93.81419,45.32016,43264,2018,6,June,07010203-729,07010203
S007-329,43264,Sample,07010203-729,300.1,Total,6.09,Y,Sulfate,0.16,0.5,6.09,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI RIVER 2,5 MI DWNST OF HWY MN-101, 4.2 MI W OF RAMSEY, MN, TWP 121, RNG 23, SEC 25",Actual,-93.535499,45.25503,43264,2018,6,June,07010203-729,07010203
S007-335,43264,Sample,07010203-729,300.1,Total,5.48,Y,Sulfate,0.16,0.5,5.48,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI RIVER 4.2 MI NW OF OTSEGO, MN, S SIDE OF TWP 33, RNG 27, SEC 34",Actual,-93.685621,45.305158,43264,2018,6,June,07010203-729,07010203
S004-308,43292,Sample,07010203-729,300.1,Total,3.74,Y,Sulfate,0.16,0.5,3.74,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI R, 25 FT SW FROM RIVER SHORE, 1 MI NW MONTICELLO",Actual,-93.81419,45.32016,43292,2018,7,July,07010203-729,07010203
S007-329,43292,Sample,07010203-729,300.1,Total,4.32,Y,Sulfate,0.16,0.5,4.32,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI RIVER 2,5 MI DWNST OF HWY MN-101, 4.2 MI W OF RAMSEY, MN, TWP 121, RNG 23, SEC 25",Actual,-93.535499,45.25503,43292,2018,7,July,07010203-729,07010203
S007-335,43292,Sample,07010203-729,300.1,Total,3.98,Y,Sulfate,0.16,0.5,3.98,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI RIVER 4.2 MI NW OF OTSEGO, MN, S SIDE OF TWP 33, RNG 27, SEC 34",Actual,-93.685621,45.305158,43292,2018,7,July,07010203-729,07010203
S004-308,43299,Sample,07010203-729,300.1,Total,2.42,Y,Sulfate,0.16,0.5,2.42,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI R, 25 FT SW FROM RIVER SHORE, 1 MI NW MONTICELLO",Actual,-93.81419,45.32016,43299,2018,7,July,07010203-729,07010203
S007-329,43299,Sample,07010203-729,300.1,Total,3,Y,Sulfate,0.16,0.5,3,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI RIVER 2,5 MI DWNST OF HWY MN-101, 4.2 MI W OF RAMSEY, MN, TWP 121, RNG 23, SEC 25",Actual,-93.535499,45.25503,43299,2018,7,July,07010203-729,07010203
S007-335,43299,Sample,07010203-729,300.1,Total,2.7,Y,Sulfate,0.16,0.5,2.7,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI RIVER 4.2 MI NW OF OTSEGO, MN, S SIDE OF TWP 33, RNG 27, SEC 34",Actual,-93.685621,45.305158,43299,2018,7,July,07010203-729,07010203
S004-308,43320,Sample,07010203-729,300.1,Total,5.78,Y,Sulfate,0.16,0.5,5.78,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI R, 25 FT SW FROM RIVER SHORE, 1 MI NW MONTICELLO",Actual,-93.81419,45.32016,43320,2018,8,August,07010203-729,07010203
S007-329,43320,Sample,07010203-729,300.1,Total,7.48,Y,Sulfate,0.16,0.5,7.48,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI RIVER 2,5 MI DWNST OF HWY MN-101, 4.2 MI W OF RAMSEY, MN, TWP 121, RNG 23, SEC 25",Actual,-93.535499,45.25503,43320,2018,8,August,07010203-729,07010203
S007-335,43320,Sample,07010203-729,300.1,Total,6.06,Y,Sulfate,0.16,0.5,6.06,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI RIVER 4.2 MI NW OF OTSEGO, MN, S SIDE OF TWP 33, RNG 27, SEC 34",Actual,-93.685621,45.305158,43320,2018,8,August,07010203-729,07010203
S004-308,43327,Sample,07010203-729,300.1,Total,5.49,Y,Sulfate,0.16,0.5,5.49,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI R, 25 FT SW FROM RIVER SHORE, 1 MI NW MONTICELLO",Actual,-93.81419,45.32016,43327,2018,8,August,07010203-729,07010203
S007-329,43327,Sample,07010203-729,300.1,Total,6.9,Y,Sulfate,0.16,0.5,6.9,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI RIVER 2,5 MI DWNST OF HWY MN-101, 4.2 MI W OF RAMSEY, MN, TWP 121, RNG 23, SEC 25",Actual,-93.535499,45.25503,43327,2018,8,August,07010203-729,07010203
S007-335,43327,Sample,07010203-729,300.1,Total,5.96,Y,Sulfate,0.16,0.5,5.96,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI RIVER 4.2 MI NW OF OTSEGO, MN, S SIDE OF TWP 33, RNG 27, SEC 34",Actual,-93.685621,45.305158,43327,2018,8,August,07010203-729,07010203
S004-308,43364,Sample,07010203-729,300.1,Total,5.97,Y,Sulfate,0.16,0.5,5.97,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI R, 25 FT SW FROM RIVER SHORE, 1 MI NW MONTICELLO",Actual,-93.81419,45.32016,43364,2018,9,September,07010203-729,07010203
S007-329,43364,Sample,07010203-729,300.1,Total,6.96,Y,Sulfate,0.16,0.5,6.96,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI RIVER 2,5 MI DWNST OF HWY MN-101, 4.2 MI W OF RAMSEY, MN, TWP 121, RNG 23, SEC 25",Actual,-93.535499,45.25503,43364,2018,9,September,07010203-729,07010203
S007-335,43364,Sample,07010203-729,300.1,Total,6.48,Y,Sulfate,0.16,0.5,6.48,mg/L,mg/L,Sherburne,Unknown,7010203,"MISSISSIPPI RIVER 4.2 MI NW OF OTSEGO, MN, S SIDE OF TWP 33, RNG 27, SEC 34",Actual,-93.685621,45.305158,43364,2018,9,September,07010203-729,07010203
S000-004,40114,Sample,07010204-502,300.1,Total,81.3,Y,Sulfate,NA,2,81.3,mg/L,mg/L,Wright,G,7010204,CROW RIVER AT BRIDGE ON CSAH-36 AT DAYTON,Actual,-93.522472,45.244417,40114,2009,10,October,07010204-502,07010204
S000-004,40136,Sample,07010204-502,300.1,Total,67.1,Y,Sulfate,NA,1,67.1,mg/L,mg/L,Wright,G,7010204,CROW RIVER AT BRIDGE ON CSAH-36 AT DAYTON,Actual,-93.522472,45.244417,40136,2009,11,November,07010204-502,07010204
S000-004,40233,Sample,07010204-502,300.1,Total,66.4,Y,Sulfate,NA,1,66.4,mg/L,mg/L,Wright,G,7010204,CROW RIVER AT BRIDGE ON CSAH-36 AT DAYTON,Actual,-93.522472,45.244417,40233,2010,2,February,07010204-502,07010204
S000-004,40245,Sample,07010204-502,300.1,Total,57.2,Y,Sulfate,NA,1,57.2,mg/L,mg/L,Wright,G,7010204,CROW RIVER AT BRIDGE ON CSAH-36 AT DAYTON,Actual,-93.522472,45.244417,40245,2010,3,March,07010204-502,07010204
S000-004,40289,Sample,07010204-502,300.1,Total,51.6,Y,Sulfate,NA,1,51.6,mg/L,mg/L,Wright,G,7010204,CROW RIVER AT BRIDGE ON CSAH-36 AT DAYTON,Actual,-93.522472,45.244417,40289,2010,4,April,07010204-502,07010204
S000-004,40318,Sample,07010204-502,300.1,Total,68.2,Y,Sulfate,NA,1,68.2,mg/L,mg/L,Wright,G,7010204,CROW RIVER AT BRIDGE ON CSAH-36 AT DAYTON,Actual,-93.522472,45.244417,40318,2010,5,May,07010204-502,07010204
S000-004,40338,Sample,07010204-502,300.1,Total,48.9,Y,Sulfate,NA,1,48.9,mg/L,mg/L,Wright,G,7010204,CROW RIVER AT BRIDGE ON CSAH-36 AT DAYTON,Actual,-93.522472,45.244417,40338,2010,6,June,07010204-502,07010204
S000-004,40385,Sample,07010204-502,300.1,Total,48.1,Y,Sulfate,NA,1,48.1,mg/L,mg/L,Wright,G,7010204,CROW RIVER AT BRIDGE ON CSAH-36 AT DAYTON,Actual,-93.522472,45.244417,40385,2010,7,July,07010204-502,07010204
S000-004,40406,Sample,07010204-502,300.1,Total,26.9,Y,Sulfate,NA,1,26.9,mg/L,mg/L,Wright,G,7010204,CROW RIVER AT BRIDGE ON CSAH-36 AT DAYTON,Actual,-93.522472,45.244417,40406,2010,8,August,07010204-502,07010204
S000-004,40437,Sample,07010204-502,300.1,Total,42.9,Y,Sulfate,NA,1,42.9,mg/L,mg/L,Wright,G,7010204,CROW RIVER AT BRIDGE ON CSAH-36 AT DAYTON,Actual,-93.522472,45.244417,40437,2010,9,September,07010204-502,07010204
S001-256,40093,Sample,07010204-503,300.1,Total,39.1,Y,Sulfate,NA,1,39.1,mg/L,mg/L,Wright,G,7010204,"NF CROW R, FARMINGTON AVE BR, 2.8 MI W ROCKFORD",Actual,-93.788889,45.095833,40093,2009,10,October,07010204-503,07010204
S001-256,40661,Sample,07010204-503,300.1,Total,18,Y,Sulfate,NA,1,18,mg/L,mg/L,Wright,G,7010204,"NF CROW R, FARMINGTON AVE BR, 2.8 MI W ROCKFORD",Actual,-93.788889,45.095833,40661,2011,4,April,07010204-503,07010204
S001-256,40763,Sample,07010204-503,300.1,Total,10.3,Y,Sulfate,NA,1,10.3,mg/L,mg/L,Wright,G,7010204,"NF CROW R, FARMINGTON AVE BR, 2.8 MI W ROCKFORD",Actual,-93.788889,45.095833,40763,2011,8,August,07010204-503,07010204
S001-256,40842,Sample,07010204-503,300.1,Total,27.9,Y,Sulfate,NA,1,27.9,mg/L,mg/L,Wright,G,7010204,"NF CROW R, FARMINGTON AVE BR, 2.8 MI W ROCKFORD",Actual,-93.788889,45.095833,40842,2011,10,October,07010204-503,07010204
S001-256,41759,Sample,07010204-503,300.1,Total,26.6,Y,Sulfate,NA,1,26.6,mg/L,mg/L,Wright,G,7010204,"NF CROW R, FARMINGTON AVE BR, 2.8 MI W ROCKFORD",Actual,-93.788889,45.095833,41759,2014,4,April,07010204-503,07010204
S001-256,41827,Sample,07010204-503,300.1,Total,14.9,Y,Sulfate,NA,1,14.9,mg/L,mg/L,Wright,G,7010204,"NF CROW R, FARMINGTON AVE BR, 2.8 MI W ROCKFORD",Actual,-93.788889,45.095833,41827,2014,7,July,07010204-503,07010204
S001-256,41933,Sample,07010204-503,300.1,Total,30.7,Y,Sulfate,NA,1,30.7,mg/L,mg/L,Wright,G,7010204,"NF CROW R, FARMINGTON AVE BR, 2.8 MI W ROCKFORD",Actual,-93.788889,45.095833,41933,2014,10,October,07010204-503,07010204
S001-256,42850,Sample,07010204-503,300.1,Total,24.5,Y,Sulfate,0.15,0.5,24.5,mg/L,mg/L,Wright,Unknown,7010204,"NF CROW R, FARMINGTON AVE BR, 2.8 MI W ROCKFORD",Actual,-93.788889,45.095833,42850,2017,4,April,07010204-503,07010204
S001-256,42943,Sample,07010204-503,300.1,Total,27,Y,Sulfate,0.17,0.5,27,mg/L,mg/L,Wright,Unknown,7010204,"NF CROW R, FARMINGTON AVE BR, 2.8 MI W ROCKFORD",Actual,-93.788889,45.095833,42943,2017,7,July,07010204-503,07010204
S001-256,43025,Sample,07010204-503,300.1,Total,20,Y,Sulfate,0.85,2.5,20,mg/L,mg/L,Wright,Unknown,7010204,"NF CROW R, FARMINGTON AVE BR, 2.8 MI W ROCKFORD",Actual,-93.788889,45.095833,43025,2017,10,October,07010204-503,07010204
S009-448,42908,Sample,07010204-537,300.1,Total,57,Y,Sulfate,0.15,0.5,57,mg/L,mg/L,Kandiyohi,Unknown,7010204,"CROW R, MID FK AT 255TH AVE / 62ND ST NE. 5 MI N OF NEW LONDON MN",Actual,-94.960565,45.371825,42908,2017,6,June,07010204-537,07010204
S009-448,42933,Sample,07010204-537,300.1,Total,57.7,Y,Sulfate,0.17,0.5,57.7,mg/L,mg/L,Kandiyohi,Unknown,7010204,"CROW R, MID FK AT 255TH AVE / 62ND ST NE. 5 MI N OF NEW LONDON MN",Actual,-94.960565,45.371825,42933,2017,7,July,07010204-537,07010204
S009-448,42964,Sample,07010204-537,300.1,Total,40.3,Y,Sulfate,0.17,0.5,40.3,mg/L,mg/L,Kandiyohi,Unknown,7010204,"CROW R, MID FK AT 255TH AVE / 62ND ST NE. 5 MI N OF NEW LONDON MN",Actual,-94.960565,45.371825,42964,2017,8,August,07010204-537,07010204
S009-448,42997,Sample,07010204-537,300.1,Total,60.5,Y,Sulfate,0.17,0.5,60.5,mg/L,mg/L,Kandiyohi,Unknown,7010204,"CROW R, MID FK AT 255TH AVE / 62ND ST NE. 5 MI N OF NEW LONDON MN",Actual,-94.960565,45.371825,42997,2017,9,September,07010204-537,07010204
S009-448,43227,Sample,07010204-537,300.1,Total,45.6,Y,Sulfate,0.8,2.5,45.6,mg/L,mg/L,Kandiyohi,Unknown,7010204,"CROW R, MID FK AT 255TH AVE / 62ND ST NE. 5 MI N OF NEW LONDON MN",Actual,-94.960565,45.371825,43227,2018,5,May,07010204-537,07010204
S009-448,43262,Sample,07010204-537,300.1,Total,20.4,Y,Sulfate,0.16,0.5,20.4,mg/L,mg/L,Kandiyohi,Unknown,7010204,"CROW R, MID FK AT 255TH AVE / 62ND ST NE. 5 MI N OF NEW LONDON MN",Actual,-94.960565,45.371825,43262,2018,6,June,07010204-537,07010204
S009-448,43297,Sample,07010204-537,300.1,Total,44.5,Y,Sulfate,0.16,0.5,44.5,mg/L,mg/L,Kandiyohi,Unknown,7010204,"CROW R, MID FK AT 255TH AVE / 62ND ST NE. 5 MI N OF NEW LONDON MN",Actual,-94.960565,45.371825,43297,2018,7,July,07010204-537,07010204
S009-448,43318,Sample,07010204-537,300.1,Total,35.3,Y,Sulfate,0.16,0.5,35.3,mg/L,mg/L,Kandiyohi,Unknown,7010204,"CROW R, MID FK AT 255TH AVE / 62ND ST NE. 5 MI N OF NEW LONDON MN",Actual,-94.960565,45.371825,43318,2018,8,August,07010204-537,07010204
S009-448,43349,Sample,07010204-537,300.1,Total,33,Y,Sulfate,0.16,0.5,33,mg/L,mg/L,Kandiyohi,Unknown,7010204,"CROW R, MID FK AT 255TH AVE / 62ND ST NE. 5 MI N OF NEW LONDON MN",Actual,-94.960565,45.371825,43349,2018,9,September,07010204-537,07010204
S009-448,43391,Sample,07010204-537,300.1,Total,50.7,Y,Sulfate,0.16,0.5,50.7,mg/L,mg/L,Kandiyohi,Unknown,7010204,"CROW R, MID FK AT 255TH AVE / 62ND ST NE. 5 MI N OF NEW LONDON MN",Actual,-94.960565,45.371825,43391,2018,10,October,07010204-537,07010204
34-0079-00-103,42886,Sample,34-0079-00,D516,Total,20.3,Y,Sulfate,0.97,3,20.3,mg/L,mg/L,Kandiyohi,LKSURF2M,7010204,GREEN,Actual,-94.910629,45.263898,42886,2017,5,May,34-0079-00,07010204
34-0079-00-103,42912,Sample,34-0079-00,D516,Total,18.2,Y,Sulfate,0.97,3,18.2,mg/L,mg/L,Kandiyohi,LKSURF2M,7010204,GREEN,Actual,-94.910629,45.263898,42912,2017,6,June,34-0079-00,07010204
34-0079-00-103,42940,Sample,34-0079-00,D516,Total,17.9,Y,Sulfate,0.97,3,17.9,mg/L,mg/L,Kandiyohi,LKSURF2M,7010204,GREEN,Actual,-94.910629,45.263898,42940,2017,7,July,34-0079-00,07010204
34-0079-00-103,42977,Sample,34-0079-00,D516,Total,18.8,Y,Sulfate,0.97,3,18.8,mg/L,mg/L,Kandiyohi,LKSURF2M,7010204,GREEN,Actual,-94.910629,45.263898,42977,2017,8,August,34-0079-00,07010204
34-0079-00-103,43006,Sample,34-0079-00,D516,Total,23.2,Y,Sulfate,0.97,3,23.2,mg/L,mg/L,Kandiyohi,LKSURF2M,7010204,GREEN,Actual,-94.910629,45.263898,43006,2017,9,September,34-0079-00,07010204
34-0079-00-103,43251,Sample,34-0079-00,D516,Total,16.5,Y,Sulfate,0.751,3,16.5,mg/L,mg/L,Kandiyohi,LKSURF2M,7010204,GREEN,Actual,-94.910629,45.263898,43251,2018,5,May,34-0079-00,07010204
34-0079-00-103,43276,Sample,34-0079-00,D516,Total,17.4,Y,Sulfate,0.751,3,17.4,mg/L,mg/L,Kandiyohi,LKSURF2M,7010204,GREEN,Actual,-94.910629,45.263898,43276,2018,6,June,34-0079-00,07010204
34-0079-00-103,43311,Sample,34-0079-00,D516,Total,16.3,Y,Sulfate,0.751,3,16.3,mg/L,mg/L,Kandiyohi,LKSURF2M,7010204,GREEN,Actual,-94.910629,45.263898,43311,2018,7,July,34-0079-00,07010204
34-0079-00-103,43339,Sample,34-0079-00,D516,Total,17,Y,Sulfate,0.751,3,17,mg/L,mg/L,Kandiyohi,LKSURF2M,7010204,GREEN,Actual,-94.910629,45.263898,43339,2018,8,August,34-0079-00,07010204
34-0079-00-103,43369,Sample,34-0079-00,D516,Total,18.5,Y,Sulfate,0.751,3,18.5,mg/L,mg/L,Kandiyohi,LKSURF2M,7010204,GREEN,Actual,-94.910629,45.263898,43369,2018,9,September,34-0079-00,07010204
34-0079-00-103,43391,Sample,34-0079-00,300.1,Total,15,Y,Sulfate,0.16,0.5,15,mg/L,mg/L,Kandiyohi,Unknown,7010204,GREEN,Actual,-94.910629,45.263898,43391,2018,10,October,34-0079-00,07010204
73-0196-00-203,42880,Sample,73-0196-00,D516,Total,36.6,Y,Sulfate,0.97,3,36.6,mg/L,mg/L,Stearns,LKSURF2M,7010204,RICE,Actual,-94.596334,45.382602,42880,2017,5,May,73-0196-00,07010204
73-0196-00-209,42880,Sample,73-0196-00,D516,Total,36.2,Y,Sulfate,0.97,3,36.2,mg/L,mg/L,Stearns,LKSURF2M,7010204,RICE,Actual,-94.622011,45.368981,42880,2017,5,May,73-0196-00,07010204
73-0196-00-203,42906,Sample,73-0196-00,D516,Total,33,Y,Sulfate,0.97,3,33,mg/L,mg/L,Stearns,LKSURF2M,7010204,RICE,Actual,-94.596334,45.382602,42906,2017,6,June,73-0196-00,07010204
73-0196-00-209,42906,Sample,73-0196-00,D516,Total,33.4,Y,Sulfate,0.97,3,33.4,mg/L,mg/L,Stearns,LKSURF2M,7010204,RICE,Actual,-94.622011,45.368981,42906,2017,6,June,73-0196-00,07010204
73-0196-00-203,42934,Sample,73-0196-00,D516,Total,33.1,Y,Sulfate,0.97,6,33.1,mg/L,mg/L,Stearns,LKSURF2M,7010204,RICE,Actual,-94.596334,45.382602,42934,2017,7,July,73-0196-00,07010204
73-0196-00-209,42934,Sample,73-0196-00,D516,Total,32.7,Y,Sulfate,0.97,3,32.7,mg/L,mg/L,Stearns,LKSURF2M,7010204,RICE,Actual,-94.622011,45.368981,42934,2017,7,July,73-0196-00,07010204
73-0196-00-203,42971,Sample,73-0196-00,D516,Total,34.5,Y,Sulfate,0.97,3,34.5,mg/L,mg/L,Stearns,LKSURF2M,7010204,RICE,Actual,-94.596334,45.382602,42971,2017,8,August,73-0196-00,07010204
73-0196-00-209,42971,Sample,73-0196-00,D516,Total,35.2,Y,Sulfate,0.97,3,35.2,mg/L,mg/L,Stearns,LKSURF2M,7010204,RICE,Actual,-94.622011,45.368981,42971,2017,8,August,73-0196-00,07010204
73-0196-00-203,42997,Sample,73-0196-00,D516,Total,33.2,Y,Sulfate,0.97,3,33.2,mg/L,mg/L,Stearns,LKSURF2M,7010204,RICE,Actual,-94.596334,45.382602,42997,2017,9,September,73-0196-00,07010204
73-0196-00-209,42997,Sample,73-0196-00,D516,Total,33.5,Y,Sulfate,0.97,3,33.5,mg/L,mg/L,Stearns,LKSURF2M,7010204,RICE,Actual,-94.622011,45.368981,42997,2017,9,September,73-0196-00,07010204
S002-017,41031,Sample,07010205-502,D516,Total,32.8,Y,Sulfate,0.0322,3,32.8,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41031,2012,5,May,07010205-502,07010205
S002-017,41031,Sample,07010205-502,D516,Total,83.8,Y,Sulfate,0.0322,3,83.8,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41031,2012,5,May,07010205-502,07010205
S002-017,41052,Sample,07010205-502,D516,Total,129,Y,Sulfate,0.0322,3,129,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41052,2012,5,May,07010205-502,07010205
S002-017,41066,Sample,07010205-502,D516,Total,156,Y,Sulfate,0.0322,3,156,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41066,2012,6,June,07010205-502,07010205
S002-017,41087,Sample,07010205-502,D516,Total,174,Y,Sulfate,0.0322,3,174,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41087,2012,6,June,07010205-502,07010205
S002-017,41101,Sample,07010205-502,D516,Total,190,Y,Sulfate,0.0322,3,190,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41101,2012,7,July,07010205-502,07010205
S002-017,41115,Sample,07010205-502,D516,Total,133,Y,Sulfate,0.0322,3,133,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41115,2012,7,July,07010205-502,07010205
S002-017,41136,Sample,07010205-502,D516,Total,179,Y,Sulfate,0.0322,3,179,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41136,2012,8,August,07010205-502,07010205
S002-017,41150,Sample,07010205-502,D516,Total,181,Y,Sulfate,0.0322,3,181,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41150,2012,8,August,07010205-502,07010205
S002-017,41157,Sample,07010205-502,D516,Total,189,Y,Sulfate,0.0322,3,189,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41157,2012,9,September,07010205-502,07010205
S002-017,41171,Sample,07010205-502,D516,Total,185,Y,Sulfate,0.0322,3,185,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41171,2012,9,September,07010205-502,07010205
S002-017,41556,Sample,07010205-502,300.1,Total,199,Y,Sulfate,NA,1,199,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41556,2013,10,October,07010205-502,07010205
S002-017,41729,Sample,07010205-502,300.1,Total,29.2,Y,Sulfate,NA,1,29.2,mg/L,mg/L,Renville,G,7010205,BUFFALO CK ON CSAH-24 (NO. OF CR-56) 4 MI NE OF BUFFALO LAKE,Actual,-94.5793,44.7935,41729,2014,3,March,07010205-502,07010205
S007-810,41729,Sample,07010205-502,300.1,Total,27,Y,Sulfate,NA,1,27,mg/L,mg/L,Renville,G,7010205,"BUFFALO CK AT 850TH AVE., 6.5 MI NW OF HECTOR, MN",Actual,-94.812673,44.818913,41729,2014,3,March,07010205-502,07010205
S007-810,41774,Sample,07010205-502,300.1,Total,253,Y,Sulfate,NA,1,253,mg/L,mg/L,Renville,G,7010205,"BUFFALO CK AT 850TH AVE., 6.5 MI NW OF HECTOR, MN",Actual,-94.812673,44.818913,41774,2014,5,May,07010205-502,07010205
S001-255,40093,Sample,07010205-508,300.1,Total,67.7,Y,Sulfate,NA,1,67.7,mg/L,mg/L,Wright,G,7010205,"S FK CROW R AT BRIDGE AVE IN DELANO, MN",Actual,-93.789722,45.041944,40093,2009,10,October,07010205-508,07010205
S001-255,40661,Sample,07010205-508,300.1,Total,53.8,Y,Sulfate,NA,1,53.8,mg/L,mg/L,Wright,G,7010205,"S FK CROW R AT BRIDGE AVE IN DELANO, MN",Actual,-93.789722,45.041944,40661,2011,4,April,07010205-508,07010205
S001-255,40763,Sample,07010205-508,300.1,Total,39.7,Y,Sulfate,NA,1,39.7,mg/L,mg/L,Wright,G,7010205,"S FK CROW R AT BRIDGE AVE IN DELANO, MN",Actual,-93.789722,45.041944,40763,2011,8,August,07010205-508,07010205
S001-255,40842,Sample,07010205-508,300.1,Total,59.1,Y,Sulfate,NA,1,59.1,mg/L,mg/L,Wright,G,7010205,"S FK CROW R AT BRIDGE AVE IN DELANO, MN",Actual,-93.789722,45.041944,40842,2011,10,October,07010205-508,07010205
S001-255,41031,Sample,07010205-508,D516,Total,62.8,Y,Sulfate,0.0322,3,62.8,mg/L,mg/L,Wright,G,7010205,"S FK CROW R AT BRIDGE AVE IN DELANO, MN",Actual,-93.789722,45.041944,41031,2012,5,May,07010205-508,07010205
S001-255,41052,Sample,07010205-508,D516,Total,63.4,Y,Sulfate,0.0322,3,63.4,mg/L,mg/L,Wright,G,7010205,"S FK CROW R AT BRIDGE AVE IN DELANO, MN",Actual,-93.789722,45.041944,41052,2012,5,May,07010205-508,07010205
S001-255,41066,Sample,07010205-508,D516,Total,37.4,Y,Sulfate,0.0322,3,37.4,mg/L,mg/L,Wright,G,7010205,"S FK CROW R AT BRIDGE AVE IN DELANO, MN",Actual,-93.789722,45.041944,41066,2012,6,June,07010205-508,07010205
S001-255,41087,Sample,07010205-508,D516,Total,36.2,Y,Sulfate,0.0322,3,36.2,mg/L,mg/L,Wright,G,7010205,"S FK CROW R AT BRIDGE AVE IN DELANO, MN",Actual,-93.789722,45.041944,41087,2012,6,June,07010205-508,07010205
S001-255,41101,Sample,07010205-508,D516,Total,36.8,Y,Sulfate,0.0322,3,36.8,mg/L,mg/L,Wright,G,7010205,"S FK CROW R AT BRIDGE AVE IN DELANO, MN",Actual,-93.789722,45.041944,41101,2012,7,July,07010205-508,07010205
S001-255,41115,Sample,07010205-508,D516,Total,48,Y,Sulfate,0.0322,3,48,mg/L,mg/L,Wright,G,7010205,"S FK CROW R AT BRIDGE AVE IN DELANO, MN",Actual,-93.789722,45.041944,41115,2012,7,July,07010205-508,07010205
S001-255,41136,Sample,07010205-508,D516,Total,38.7,Y,Sulfate,0.0322,3,38.7,mg/L,mg/L,Wright,G,7010205,"S FK CROW R AT BRIDGE AVE IN DELANO, MN",Actual,-93.789722,45.041944,41136,2012,8,August,07010205-508,07010205
S001-255,41150,Sample,07010205-508,D516,Total,33.5,Y,Sulfate,0.0322,3,33.5,mg/L,mg/L,Wright,G,7010205,"S FK CROW R AT BRIDGE AVE IN DELANO, MN",Actual,-93.789722,45.041944,41150,2012,8,August,07010205-508,07010205
